Name,Position,Rating,PAC,SHO,PAS,DRI,DEF,PHY
Zhang Yu,CB,49,56,24,27,32,49,52
Crankshaw,LM,54,75,51,49,56,29,52
Bakhat,CM,57,67,45,59,62,41,49
Avram,CB,51,66,34,40,37,50,53
Lee Sung Yoon,ST,50,63,51,42,54,20,46
Park Sang Hyuk,CM,55,68,51,58,62,31,47
Sila,LM,61,73,60,52,62,27,56
Covil,ST,51,75,50,35,54,18,46
Poshoroğlu,RM,57,66,63,48,63,28,41
Griffiths,GK,55,57,53,53,55,20,56
Pignatiello,CM,53,59,46,51,56,43,55
Munro,GK,52,53,56,52,52,30,51
Cadden,LM,62,83,54,55,64,28,53
Stoica,ST,53,63,53,43,54,19,48
Bucci,CB,52,67,25,31,38,51,61
Kemper,LB,64,68,36,49,62,63,68
Jeong Ji Yong,RW,49,63,49,38,53,23,46
Ohata,RB,56,62,29,42,54,56,49
Flach,CM,55,64,43,56,62,49,45
Ross,CM,53,64,45,52,57,46,44
Perritt,RB,56,63,30,44,51,52,63
Schreiber,GK,54,52,59,50,55,23,51
Jofre,CM,60,66,43,61,61,53,57
Bergström,ST,58,58,56,36,54,31,74
Valero,RM,64,71,51,57,64,40,54
Pashov,RB,61,65,29,48,53,59,60
Juan Fernández,LM,62,71,62,54,68,32,54
Florentín,CM,59,64,52,58,59,56,60
Pierotti,CAM,56,63,57,51,57,31,64
Smith,CM,48,66,36,46,48,44,67
Musah,CM,62,69,63,57,62,57,62
Quiñónez,CDM,64,79,57,60,65,60,73
Tapsoba,ST,58,82,62,43,59,21,49
Markelo,RB,62,65,43,52,59,60,66
Bonds,CM,53,67,45,53,58,44,51
Peck,CM,51,69,43,53,55,34,53
Vitao,CB,69,65,33,48,44,72,65
Borges Rodrigues,CAM,49,72,44,44,53,30,45
Duzel,CAM,51,68,39,49,53,42,46
Mengi,CB,65,78,39,54,59,64,68
Messerer,CDM,56,64,31,50,53,54,60
Lee Ji Seung,CDM,58,61,48,54,56,54,60
Lan Jingxuan,CB,48,73,33,36,39,49,49
Mota,CB,54,68,32,45,52,55,49
Wen Da,ST,49,70,45,38,51,19,50
Štor,ST,63,79,60,54,67,30,61
De Queiroz,CB,50,54,24,31,35,50,58
Xu Wu,CDM,52,57,31,47,47,45,62
Wen Tianpeng,ST,53,79,54,40,48,19,53
Popovic,ST,52,63,53,37,51,21,62
Gularte,CB,65,52,29,34,45,64,73
Kırdaroğlu,LM,57,68,56,49,62,32,42
Saggiomo,RW,68,71,63,66,67,44,58
González,ST,60,59,59,45,58,26,64
Nardoni,CM,59,60,50,61,63,46,44
Kim Jung Ho,GK,57,59,59,49,59,25,55
Acosta,CAM,57,68,51,50,62,35,43
Reyna,LB,63,71,38,53,54,56,64
Kvinge,ST,49,56,51,39,48,18,46
Silverholt,ST,54,57,52,42,56,18,52
Eriksson Ibragic,RWB,58,66,24,44,54,55,60
de Keijzer,GK,63,62,63,60,66,30,61
Sadiku,CDM,59,57,31,48,54,56,64
Ayer,RM,60,75,43,56,60,42,46
Modig,CB,59,60,24,32,38,59,66
Sy,LB,64,71,35,49,59,61,68
Otero,ST,57,63,53,50,53,39,72
Krezic,LM,62,71,53,56,61,55,63
Ilie,CAM,55,59,50,52,60,31,42
Vargas,LB,61,77,39,58,56,57,68
Gustafson,CDM,60,64,44,53,58,56,64
Descotte,RM,56,69,50,47,64,28,42
Eriksson,GK,60,58,61,63,62,54,61
Holgersson,ST,52,60,52,45,57,19,49
Petersson,CM,51,64,48,48,56,44,49
Mawete Mwimba,GK,55,57,52,55,62,25,54
Drameh,RB,61,78,35,50,59,54,60
Ólafsson,LWB,62,73,49,57,59,56,66
Robertson,CDM,62,72,45,60,65,57,59
Fofana,LM,60,83,46,53,60,46,52
Vicente,CAM,63,68,54,58,62,37,61
Hajdari,RB,60,69,29,52,54,58,53
Vigo,CAM,57,59,53,51,60,30,60
Makoun,CB,61,46,42,53,50,63,66
Sowah,RM,65,81,59,58,67,43,58
Brunelli,CB,64,42,31,43,46,63,78
Ejupi,CDM,63,53,50,58,58,58,75
Lammens,GK,57,64,56,49,63,21,43
Miura,CF,59,25,62,51,62,19,47
Collins,GK,54,57,56,48,52,28,55
Bangunagande,LB,57,76,35,48,54,51,67
Um Won Sang,RW,64,90,55,54,66,38,55
Hoshi,CB,58,49,23,33,39,55,70
Tønnessen,LB,61,65,36,49,55,58,64
Kitazume,RB,67,70,54,62,64,64,71
Nakama,LM,68,82,64,64,69,32,53
Toshima,CAM,64,70,60,65,68,35,53
Seol Young Woo,RB,56,63,38,48,55,49,58
Robinson,ST,58,65,59,44,56,19,55
Villagrán,CM,59,60,52,54,55,48,58
Torres,CB,53,62,32,38,42,53,55
Nealis,RB,54,58,35,45,47,50,56
Abe,CDM,58,61,42,55,53,53,60
Selmani,ST,64,68,65,45,65,26,67
Nilsson,RWB,61,66,49,57,59,54,58
Elliott,ST,54,66,54,40,52,20,51
Anunga,CM,57,64,40,58,54,48,58
Vázquez,LB,56,66,41,44,61,52,54
Akinyemi,ST,61,74,60,41,61,20,63
Browne,ST,48,54,50,38,44,15,44
Someya,CB,65,36,30,49,43,65,68
Hosoya,ST,58,73,57,40,57,28,53
Unoki,LW,57,81,47,48,62,29,36
Tursunov,CB,62,60,24,41,34,63,70
Paredes,RW,49,68,48,41,52,24,31
Goransch,LB,63,71,33,50,64,58,60
Isais,RW,58,67,61,50,61,29,40
Cruz,ST,52,59,52,37,49,27,58
Nordli,CM,64,65,62,62,66,54,62
Klinkenberg,CB,61,58,26,43,45,60,69
Kralj,LB,63,73,34,49,60,57,50
Pedrinho,CAM,75,83,68,71,80,34,57
Winbo,CM,60,66,44,63,57,53,59
Norlin,RM,61,73,53,56,61,32,55
Seo Min Woo,CM,48,58,37,49,49,45,55
Cha Oh Yeon,CM,49,58,36,49,46,53,57
Jeong Han Min,ST,49,53,49,40,47,27,53
Toporkiewicz,ST,51,72,50,37,52,18,47
Savin,GK,56,59,56,54,58,28,54
Júnior Santos,ST,66,68,65,54,66,26,73
Llanez Jr.,RM,65,78,58,60,68,37,59
Takeshige,GK,62,61,62,57,58,16,66
Minami,GK,64,62,64,63,62,30,66
Matsuo,LM,64,71,59,62,65,36,56
Hakamata,LB,63,70,39,58,59,60,69
Obata,GK,62,65,59,56,70,44,49
Sato,CDM,66,52,53,62,59,64,65
Seko,CDM,62,66,38,57,56,58,66
Saito,CAM,63,69,60,60,68,42,42
Nakayama,RM,64,71,58,61,65,37,55
Senuma,ST,62,55,62,54,58,26,68
Xing Yu,GK,52,57,46,49,59,22,48
Ezmat,LW,49,62,52,39,55,21,35
Dumitrescu,LB,56,73,35,41,38,52,59
Gao Xiang,RW,49,64,52,41,52,23,34
Quinn,CM,52,63,47,51,54,42,54
Zhong Jiyu,CM,47,63,37,48,44,39,46
Farrell,ST,50,64,46,45,52,19,50
Khayat,LWB,60,65,33,55,56,55,61
Matsuda,RW,55,74,51,43,60,23,35
Serpezis,CAM,52,66,49,51,49,35,54
Yang Yiming,ST,53,53,54,36,45,22,66
Yang Yu min,RM,50,66,47,46,48,28,40
Junior Quitirna,CM,51,62,47,52,59,34,42
Le Roux,CDM,62,65,46,58,61,55,66
Birkfeldt,CB,61,63,28,41,45,60,66
Liljenbäck,CB,60,55,28,51,54,60,64
Warleson,GK,63,68,53,56,68,27,58
Kawasaki,LM,58,72,49,56,58,23,56
Shin Won Ho,LB,59,77,31,51,57,52,57
Çetin,LB,60,63,37,47,57,58,58
Jung Min Woo,CAM,54,58,39,56,56,34,52
Törnqvist,GK,54,56,54,60,53,46,52
Garcia,ST,52,80,51,43,58,18,41
Saito,LM,62,71,63,59,64,19,47
Lee Ji Yong,RM,53,72,44,46,54,24,48
Sjøkvist,LM,57,73,49,55,53,46,55
Chen Chunxin,CM,48,71,37,47,50,42,44
Mørk,CM,55,64,47,56,58,39,56
Kastrati,RW,69,93,68,57,71,32,64
Kabia,RM,56,71,52,47,57,35,52
McGarvey,GK,48,47,46,46,50,22,45
Cetiner,CM,48,65,38,48,51,41,50
Haakenson,CAM,53,78,39,55,54,36,54
Morabet,CAM,58,67,45,55,62,37,52
Vercauteren,GK,57,62,53,57,62,21,52
Johnston,RM,56,76,41,51,56,43,55
Mbenza,ST,62,75,63,43,62,19,60
Panicco,GK,53,56,52,52,60,29,53
Molefe,GK,52,58,48,46,61,40,38
Robson Bambu,CB,72,72,48,62,64,73,68
Ludwigson,ST,63,72,62,53,62,27,67
Fiskerstrand,ST,56,81,55,42,55,22,49
Määttä,LWB,57,73,45,48,56,49,57
Bizoza,CB,63,67,45,52,55,61,71
Sno,RWB,63,78,50,54,62,57,62
Cronvall,ST,54,72,56,39,50,20,45
Ferry,ST,47,52,47,38,43,18,38
Orihuela,CM,52,56,44,47,53,44,49
Falchener,CM,51,63,46,49,56,42,49
Gudra,ST,57,76,57,40,56,20,54
Daland,CB,62,62,30,43,45,61,68
Swaleh,RW,50,67,45,42,52,18,36
Voloder,CB,56,66,27,31,37,57,60
Johnston,ST,50,72,48,36,44,23,56
Copping,CB,51,58,25,33,33,51,59
Clarke,CAM,51,71,39,48,55,29,41
Taylor,CM,52,72,49,48,55,45,56
Bogarde,CB,58,60,30,49,61,60,58
Kim Min Gyu,CB,52,59,22,27,28,53,63
Park Jae Hun,CM,55,60,42,56,57,34,53
Wirtz,CAM,68,74,64,64,74,44,50
Ngankam,ST,66,77,68,59,68,26,71
Boranijašević,RB,65,73,43,57,62,60,66
Puertas,CM,61,71,55,62,65,51,66
Falk,GK,51,52,50,53,51,27,55
Appéré,RM,65,73,62,58,63,43,61
Thiam,LB,65,71,25,45,53,64,69
Famana Quizera,CAM,62,64,55,61,68,38,43
Ilgaz,CAM,57,61,49,53,60,33,46
Bağ,LM,63,62,54,61,61,38,55
Abdioğlu,CB,61,60,25,36,43,62,62
Diop,ST,64,69,61,45,65,21,46
Schmidt,RW,56,73,51,48,60,20,49
Kvile,CB,51,57,23,32,32,51,63
Ouattara,RB,56,66,25,43,55,51,56
Dárdai,CB,61,67,32,45,45,62,64
Netz,LB,63,69,36,44,58,62,61
Fenger,ST,57,65,53,45,56,19,60
Xie Zhiwei,CM,50,63,39,48,51,43,55
Hong Si Hoo,LW,54,69,55,51,56,28,48
Tihi,CB,61,64,25,45,55,59,69
Bares,CDM,58,56,47,59,60,52,59
Shrimpton,CM,48,60,34,45,47,48,52
Mina,CAM,64,62,64,60,62,41,46
Cirkin,LB,61,63,39,44,58,61,56
Alkan,GK,56,60,59,60,54,19,50
Montano,CAM,58,67,54,53,58,41,73
Tillman,ST,61,66,64,48,61,18,56
Gomez,CB,54,69,33,38,47,51,62
Caton,ST,51,72,48,41,50,23,52
Kurt,RB,63,70,45,58,66,60,50
Onyeka,ST,50,78,47,38,53,20,48
Robbins,CM,52,68,50,52,54,39,54
Richard,RB,61,70,37,48,58,57,61
Gaspar Campos,LM,63,77,60,59,65,31,63
Bozdogan,CAM,64,65,61,63,70,51,59
Baena,LW,63,79,53,60,64,27,59
Pahonțu,CAM,55,62,46,54,58,37,47
Nanasi,CAM,53,70,53,44,60,29,49
Colombo,ST,61,62,63,44,57,24,57
Dobbelaere,RM,55,75,43,46,63,27,39
Kouame,RW,54,84,46,48,53,28,57
Tzolis,ST,66,81,67,59,68,32,63
Grønbæk,CM,52,64,40,50,56,40,52
Sterner,CM,58,64,45,60,63,45,53
Karabec,CAM,67,72,60,65,71,35,54
Suzuki,CAM,57,67,46,54,62,44,47
Kamardin,CB,61,61,29,41,44,63,59
Ospelt,GK,57,60,56,55,57,49,55
Milinceanu,ST,62,74,59,54,61,24,65
Pop,CDM,50,62,35,44,48,47,62
Antoniazzi,LWB,59,67,48,54,59,53,53
Saglam,RW,52,66,47,44,54,21,46
Djokic,ST,55,69,54,43,56,20,51
Yago Gomes,CM,54,67,50,54,59,51,59
Baxevanos,CB,57,72,22,28,33,61,49
Borkowski,ST,58,61,57,42,58,24,55
Kruk,CB,52,61,29,30,31,53,59
García,LM,50,67,46,46,50,29,43
Rodríguez,GK,53,52,55,49,54,24,53
Padilla,RB,54,58,41,46,52,52,55
Holmé,CB,53,63,28,28,33,54,65
Bertelli,CM,60,62,50,60,60,53,56
Alkan,CB,61,54,24,32,37,61,72
McGraw,CB,57,61,41,57,51,55,60
Bonilla,RB,60,83,50,58,64,48,50
Heggheim,CB,61,67,29,46,50,61,64
Prendergast,GK,53,56,56,49,50,23,52
Nebel,RW,62,71,59,56,67,27,48
Morante,CB,60,54,24,45,36,58,68
Otto,CB,59,55,33,41,38,60,62
Woodthorpe,LB,52,66,28,38,47,48,55
Ballinger,LB,54,71,33,41,48,48,58
Morison,CM,48,65,36,46,50,43,58
Sypek,RM,51,64,39,50,50,44,53
Syrota,CB,65,65,22,37,45,65,73
Sharman-Lowe,GK,51,52,51,50,53,26,50
Koreniuk,LM,57,71,50,52,57,25,51
Seo Ju Hwan,GK,54,52,54,57,56,25,54
Picouleau,CM,57,66,49,59,63,45,42
Engelhart,ST,57,61,58,48,58,26,57
Erik,LB,64,85,50,60,71,58,58
López,CAM,71,69,68,67,73,35,63
Dailly,ST,56,70,59,53,62,23,44
Diomande,CB,64,51,36,49,54,64,67
Balikwisha,ST,59,75,58,47,63,17,52
Montes,CM,65,70,59,63,63,64,62
Contreras,CM,64,65,49,65,65,55,54
López,GK,64,60,62,61,68,28,65
Ajenjo Hyjek,CM,54,68,47,54,60,38,52
Bredahl,CF,52,68,52,45,49,22,49
Pembélé,RB,63,70,38,57,61,61,55
Alex Baena,RW,63,63,62,60,67,39,47
Olschowsky,GK,63,64,63,64,64,20,65
Okoye,GK,64,64,57,58,71,23,61
Ibsen Rossi,CB,60,54,31,43,44,60,66
Blythe,CB,50,56,22,33,37,49,60
Montsma,CB,60,58,34,46,54,59,71
Kargbo,RB,51,58,32,39,45,45,49
Ruiz-Atil,CM,60,67,53,61,67,45,38
Bunker,CDM,51,58,35,45,50,49,57
Mitrea,CM,54,64,48,46,51,44,56
Dur-Bozoancă,GK,59,54,58,60,64,46,59
Larkin,CM,48,69,42,46,44,39,55
Rea,CB,60,60,27,32,39,64,61
Chico,ST,61,57,64,45,60,29,64
Bravo,GK,57,58,55,60,60,29,58
Kroesen,GK,55,54,50,60,55,27,55
Karaklajić,LW,60,71,50,57,64,28,59
Bieroński,CDM,52,65,45,47,49,49,66
Escobar,LB,62,64,33,52,51,63,54
Fernandes,CAM,52,72,45,49,54,31,41
Kebbal,CAM,62,76,55,57,70,25,40
Ibarra,LW,58,64,61,50,61,34,48
López,CAM,57,61,54,57,58,40,51
Gutiérrez,GK,53,57,50,47,57,50,50
Vázquez,ST,55,72,52,53,60,27,39
Rodríguez,CDM,55,62,47,55,53,51,57
Luís Mata,LB,58,71,31,39,55,57,48
Fornalczyk,LM,55,80,47,44,57,27,48
Shi Chenglong,GK,55,56,56,55,54,24,54
Yusong Ni,CM,55,61,57,53,58,54,60
Oosting,CAM,62,67,60,61,61,48,57
Jones,GK,53,55,53,52,54,23,51
O'Neill,CF,53,69,51,47,54,19,43
Winther,CB,50,51,28,33,40,49,60
Sanders,CB,53,58,25,33,40,52,62
Mungaray,RW,60,67,64,52,64,31,47
Carrillo,ST,58,67,58,49,56,31,52
Roughan,CB,53,61,29,32,37,52,63
Smal,LB,65,75,56,62,59,58,68
Montejano,ST,58,53,60,45,56,24,56
García,LM,60,64,62,58,63,32,43
Juárez,LB,58,62,31,41,55,57,54
Vanmarsenille,GK,55,55,54,52,59,42,53
Maritu,ST,50,52,52,30,46,18,56
Galindo,CB,59,62,29,45,49,60,55
Karafiát,CB,70,76,52,68,68,69,73
Whitehall,ST,58,67,57,48,56,28,69
Kuchta,ST,70,74,69,58,69,30,78
Mohamed,CF,59,57,58,52,62,38,56
Hadid,RM,63,73,58,58,66,28,52
Marc Castells,CDM,64,58,43,54,49,64,72
Rubén Díez,RM,65,77,62,63,65,24,51
Jorge Fernández,LM,64,75,51,63,63,46,57
Alfredo,LM,63,77,57,58,64,25,42
Carles Salvador,CM,66,65,55,67,64,55,64
Jesús Carrillo,CAM,62,70,56,59,62,54,47
Bernadou,CM,59,62,50,62,65,44,46
Sidibe,RM,61,76,59,54,65,30,43
Pedro Capó,CAM,63,67,59,59,60,53,64
Faghir,ST,54,65,54,38,53,21,59
Querol,LM,64,65,63,64,62,36,57
Šabani,CDM,59,53,44,57,61,56,60
Bartolewski,LB,55,59,26,38,53,55,58
Gach,LB,59,70,23,45,52,55,57
Bashlay,CB,58,63,25,35,39,57,65
Mroczko,RB,54,69,23,36,48,52,54
Figiel,CM,64,65,57,62,61,55,64
Lumbreras,CM,57,61,50,58,63,48,50
Marzec,CAM,60,76,56,54,61,25,46
Sieracki,CM,55,67,48,52,59,45,56
Laskowski,CAM,52,63,43,50,54,33,52
Roginić,ST,63,67,61,42,58,20,67
Iván Martín,ST,56,69,53,34,57,23,58
Mruk,CB,56,64,27,30,34,57,60
Wang Jianwen,CM,48,61,33,48,45,38,58
Wang Huapeng,CB,47,59,22,25,31,47,55
Lukembila,LW,55,77,51,49,56,23,56
Wen Yongjun,CM,49,63,37,49,51,44,51
Hansen,GK,53,55,56,45,57,27,47
Chen Zitong,CM,47,61,35,48,48,44,58
García,LB,60,63,31,45,55,60,56
Ma Defu,CB,49,59,25,27,32,50,57
Muñoz,CM,61,61,57,62,60,50,56
Martínez,CAM,62,61,58,60,62,42,51
Deng Jiaxing,ST,50,55,50,35,48,18,52
Zhang Mengxuan,CB,47,58,23,26,28,50,48
Augustijns,CDM,59,63,41,53,57,57,57
Pedersen,RB,51,60,27,35,46,49,55
Ndiaye,ST,57,74,54,45,53,37,62
Șerbănică,LB,63,66,36,50,43,62,65
Turda,CB,62,58,31,44,43,63,67
Tofan,RB,63,73,35,56,47,59,63
Mușat,LB,62,62,41,61,48,59,65
Blejdea,LW,63,71,57,53,66,29,61
Șerban,CM,61,65,55,57,63,43,62
Panait,CDM,61,60,42,53,42,58,69
Năstăsie,CAM,64,62,61,65,64,32,53
Mirică,LW,52,65,44,50,52,39,53
Popescu,RW,60,70,49,59,60,34,56
Honciu,CAM,58,63,55,63,58,49,64
Leszczyński,GK,55,53,57,58,58,22,54
Batelt,CB,51,59,24,28,32,52,60
Szumilas,LM,61,72,57,58,63,32,57
Del Frate,GK,52,56,57,51,47,24,47
Auklend,CAM,53,64,46,50,60,33,42
D'Errico,CM,64,59,42,66,65,56,53
Mosti,CAM,60,62,48,63,60,42,52
Lombardi,CM,54,67,35,56,56,41,45
Juranović,RB,68,81,42,55,61,61,61
Lira,CM,62,75,55,59,62,54,55
Lewandowski,ST,55,69,54,42,51,20,62
Pemi Moumbagna,ST,57,80,54,41,55,21,56
Dassy,LB,54,66,27,45,52,50,47
Reid,LB,58,71,34,47,55,55,64
Dobrovoljc,CB,59,57,32,34,37,64,59
Van Den Eynden,CM,55,64,42,56,54,49,72
Iacob,GK,63,64,58,62,64,33,63
Kuruçuk,CB,59,58,30,34,36,61,66
Sarıgül,RB,59,62,35,40,57,59,60
Kablan,GK,55,53,54,50,58,29,53
Ndao,RW,69,76,63,63,74,31,46
Tatlı,CM,59,64,42,57,60,59,53
Pehlivan,CAM,58,59,46,63,58,44,48
Urunov,CAM,64,64,55,61,67,41,68
Akomadi,LW,65,66,63,59,67,29,48
Belshaw,GK,60,61,60,59,61,28,60
Emmett,CM,57,74,46,55,57,52,60
Hall,CB,60,53,26,34,43,60,70
Jones,CB,53,66,31,38,50,51,62
Ríos,CM,59,66,54,59,60,52,54
Naveda,CM,60,58,48,59,61,56,62
El Haddouti,RW,59,76,53,50,67,30,43
Thomson,RM,58,73,52,54,58,33,52
Pyrka,RM,58,81,54,50,60,28,38
Burrell,RB,59,70,31,47,54,56,66
Jakić,CDM,70,66,57,63,65,66,79
Micle,GK,58,63,52,54,62,22,51
McManus,CM,50,62,44,47,48,43,55
Olberkis,CB,54,55,27,32,33,51,71
Holguín,GK,57,55,55,52,56,50,60
Lagunes,GK,51,52,52,48,50,38,48
Karakullukçu,ST,60,54,65,41,56,28,57
Ba,CDM,58,66,45,55,55,53,53
Ünsal,GK,51,49,50,49,55,25,47
Kardeş,CB,58,59,27,33,35,63,58
Ramos,GK,54,54,56,55,59,19,52
Zhu Jiahao,CM,49,64,37,50,45,37,53
Zapata,CM,59,64,51,61,61,43,59
Huang Wenzhou,CM,47,58,32,49,47,43,48
Guo Yunqi,CM,48,59,34,48,48,47,44
Dixon,GK,59,57,59,60,58,29,60
Liu Ziming,ST,51,49,53,33,45,27,59
Milić,CB,65,60,32,38,52,66,72
Contreras,LM,61,63,59,60,63,31,43
Elitim,CAM,63,75,57,60,67,28,57
Rente,CB,62,74,29,42,47,61,71
van Grunsven,CB,58,60,33,42,39,57,66
Langras,RB,57,66,32,42,56,56,54
Min,ST,57,58,58,49,50,25,55
Ma Chongchong,LB,51,62,25,32,44,51,54
Wouters,CB,59,63,36,45,46,60,60
Torres,CM,58,60,46,63,56,58,58
Wang Peng,RB,53,58,30,43,48,53,59
Ndoye,RW,65,77,63,59,65,29,57
Niewiadomski,LB,56,72,27,40,51,52,52
Aganović,CAM,63,67,49,64,66,38,62
Rekik,CB,63,68,35,38,46,64,64
Sidibé,RM,65,81,61,58,66,27,60
Lagator,CDM,65,66,52,59,60,61,79
Novoa,ST,61,54,65,45,57,23,45
Torres,GK,52,53,49,58,53,15,48
Ødven,CM,51,61,47,51,58,40,41
Ciobanu,CM,54,64,47,51,59,39,46
Bilali,CB,60,49,29,40,40,58,74
Jutrić,CB,61,58,28,42,43,59,70
Golosov,LB,57,61,35,38,52,56,57
Brindley,CM,56,71,43,52,60,46,58
Lingr,CAM,68,76,63,66,70,41,65
Rundić,CB,59,52,24,39,37,59,66
Jamieson,ST,55,62,56,41,48,20,52
Plămadă,CB,63,53,28,45,47,61,72
Krzysztofek,GK,53,55,52,49,54,22,55
Preuss,RM,53,69,49,48,53,26,49
Cotolan,GK,57,59,56,58,58,37,53
Tymchyk,RB,66,72,24,48,49,64,52
Andrade,CDM,54,63,38,49,54,54,53
Galindo,GK,53,54,51,50,53,19,54
Trelowski,GK,52,54,52,54,56,30,52
Pavlović,ST,67,67,68,54,64,28,66
Martins,ST,75,85,74,64,76,37,74
Twum,CM,62,71,51,60,65,55,64
Pherai,CAM,63,71,51,58,70,34,42
Elliott,ST,54,66,54,40,52,20,51
Nguyen,CM,69,67,68,72,73,48,60
Alfredo,LM,63,77,57,58,64,25,42
İşcan,GK,61,62,63,58,60,34,59
Fu Yuncheng,CB,48,55,21,28,31,49,58
Jones,LB,59,65,26,46,52,59,70
Kotin,CB,56,58,31,31,38,58,56
Felipe Pires,LM,69,79,57,62,71,39,52
Attamah,CB,70,68,47,58,56,70,76
Kharchouch,ST,66,68,67,50,60,24,64
Aguayo,CB,59,57,30,39,42,62,56
Read,CM,51,57,45,52,59,38,48
Lucas,CB,66,59,33,39,47,67,69
van de Looi,CDM,64,61,49,61,64,59,63
Akçay,ST,63,68,64,50,64,19,56
Algobia,CM,59,45,55,58,61,54,46
Robertson,CDM,62,72,45,60,65,57,59
Llanez Jr.,RM,65,78,58,60,68,37,59
Walbrecht,CDM,57,63,33,47,52,60,60
Chilili,CB,52,62,27,39,43,53,55
Ntelo,ST,58,79,54,39,60,18,63
Popa,RW,56,60,49,59,55,35,48
Tangvik,GK,51,56,46,58,57,61,44
Wang Cheng,CM,48,57,36,49,47,45,46
Jaloliddinov,RW,60,69,60,58,63,27,41
Fati,LW,81,90,78,74,84,34,60
Suárez,ST,88,72,91,84,84,52,84
Fernandes,CAM,88,78,85,89,86,70,76
Upamecano,CB,82,80,43,65,70,83,84
Gómez,CAM,87,91,81,85,89,40,57
Lozano,RM,83,95,79,75,84,44,68
José Fonte,CB,82,36,42,60,64,84,80
Vardy,ST,87,89,86,68,81,56,76
Yedder,ST,86,86,85,80,89,41,65
Benítez,GK,84,84,82,81,86,51,84
Caputo,ST,82,86,83,66,80,33,69
Iniesta,CM,84,61,75,88,88,66,62
Tralka,CDM,76,52,65,72,66,75,85
Samassekou,CDM,81,65,54,73,78,81,79
Bednarek,CB,81,66,26,58,60,83,80
Füllkrug,ST,81,69,83,68,75,44,78
Iljutcenko,ST,78,83,79,57,71,45,85
Uduokhai,CB,81,71,47,60,66,83,76
Kastenmeier,GK,78,80,74,76,79,34,75
Mierzejewski,ST,81,78,81,80,83,53,80
Bale,RW,83,88,84,82,80,58,73
Taggart,ST,78,87,79,72,79,46,75
Thiago,CM,85,64,72,85,90,70,62
Chilwell,LB,84,80,55,78,81,80,78
Tonali,CDM,77,80,65,78,76,72,76
Kane,ST,89,70,92,82,82,48,84
Rodríguez,RW,84,58,88,88,88,51,65
Palomino,CB,81,55,37,61,64,83,86
Joaquín,RM,83,73,82,86,84,47,60
Haaland,ST,86,86,89,65,79,45,87
Lewandowski,ST,92,79,92,80,87,44,84
Grealish,LM,83,80,77,84,87,49,64
Watkins,ST,81,88,79,73,78,51,73
Hernández,LB,83,94,70,77,81,78,80
Bowen,RM,81,82,80,74,82,48,69
Saint-Maximin,LM,83,95,74,77,90,28,67
Ángel,ST,82,77,85,66,81,37,70
Gikiewicz,GK,81,82,78,68,84,32,79
Niane,ST,78,89,78,63,77,25,67
Oršic,LM,81,94,84,76,82,64,67
Ring,CM,80,79,71,75,80,77,82
Davidson,LM,81,82,80,76,84,45,75
Harness,CAM,75,92,72,69,76,37,60
Sararer,LM,74,85,73,71,80,47,65
Grant,LM,70,90,66,60,74,45,58
Barkley,CM,78,70,74,78,80,57,73
Candreva,RM,78,72,78,77,79,61,65
Karius,GK,78,82,72,78,81,55,76
Otamendi,CB,79,54,57,61,59,80,78
Arias,RB,81,81,53,70,76,77,78
Rúben Dias,CB,81,65,38,54,60,83,84
Depaoli,RM,71,72,53,70,71,67,55
Paquetá,CM,76,75,74,75,81,59,75
Otamendi,CB,79,54,57,61,59,80,78
Barkley,CM,78,70,74,78,80,57,73
Hauge,LW,71,86,64,63,73,40,65
Sanches,CM,82,83,77,80,85,76,85
Bruno Tabata,RW,75,79,67,71,80,40,59
Unai Etxebarría,GK,63,65,58,61,64,37,60
Baku,RB,72,83,59,68,75,65,66
Schubert,GK,70,73,67,62,75,40,65
Munteanu,ST,61,77,61,52,62,38,53
Hrustic,RM,69,67,63,67,70,57,66
Rønnow,GK,76,77,72,67,78,47,76
Klaiber,RB,76,81,65,70,67,71,82
Stephens,CM,75,56,65,74,69,72,77
Gomis,GK,76,77,77,70,75,42,75
Janko,RB,72,89,49,60,66,65,71
Gomis,GK,76,77,77,70,75,42,75
Dest,RB,75,87,58,71,79,67,63
Riquelme,RM,66,76,62,57,69,40,53
Samatta,ST,76,80,76,66,72,32,73
Pellegrini,LB,72,76,35,62,69,67,56
Males,ST,58,70,56,57,61,34,57
Aboubakar,ST,74,71,74,68,77,36,78
Karlsson,LW,69,81,69,57,75,31,48
Salcedo,CF,67,77,63,57,72,21,50
Valenti,CB,70,68,53,53,57,68,80
Troost-Ekong,CB,73,63,32,45,45,76,77
Candreva,RM,78,72,78,77,79,61,65
Bonifazi,CB,70,52,34,42,53,73,63
Klaiber,RB,76,81,65,70,67,71,82
Aholou,CDM,74,69,64,66,70,73,73
Sergi Palencia,RB,72,76,56,62,70,69,72
Rubén Pardo,CM,72,55,68,73,72,62,53
Diego Llorente,CB,76,71,40,62,67,74,76
Diabaté,LM,71,76,66,61,75,23,43
Karius,GK,78,82,72,78,81,55,76
Pohjanpalo,ST,72,59,73,56,68,26,70
Sosa,GK,73,73,68,66,75,41,74
Pelé,CDM,72,71,60,65,69,70,79
Mandash,RM,61,80,54,52,64,24,53
Torres,CB,69,40,53,47,43,68,78
Al Dajani,CAM,55,73,45,53,55,36,47
Cufré,LB,74,82,64,72,74,70,75
